Names,x,y,Trustworthiness,Continuity,MRRE_False,MRRE_Missing,LCMC,Neighborhood_Hit,accuracy,subject
seven_categories_data/Computer_Science/Computer_Science/Computer_Science525.txt,13.572511,57.698463,0.9702057763380024,0.908107861477392,0.977575525038142,0.8912447645446225,0.1428571428571428,1.0,0.9367834818495397,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science23.txt,-1.656721,43.38862,0.9475749418259798,0.929461148879865,0.9620796599906288,0.964272617415998,0.4285714285714285,1.0,0.9508470920281179,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science570.txt,-10.277149,53.000534,0.91134735593375,0.9435141670849112,0.9089745604646624,0.9374130594668124,0.1428571428571428,1.0,0.925312285737534,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science104.txt,28.13932,50.412598,0.964456814345029,0.9953917050691244,0.9698701756326812,0.99624361289809,0.4285714285714285,1.0,0.9814905769862312,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science138.txt,30.278042,47.748505,0.96819820230871,0.9889583428388922,0.963264377948442,0.9877811327226532,0.1428571428571428,1.0,0.9770505139546743,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science125.txt,6.3410487,59.029354,0.9464799014463658,0.9411415795957476,0.9206950150240852,0.9275381660343586,0.1428571428571428,1.0,0.9339636655251393,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science282.txt,-4.4248495,50.765774,0.9384496053291964,0.946981794953689,0.963771278023277,0.9293149503035988,0.1428571428571428,1.0,0.9446294071524403,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science518.txt,3.6836166,55.76836,0.9111192225213304,0.9235753068394396,0.904673811850516,0.9390356079742525,0.1428571428571428,1.0,0.9196009872963845,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science187.txt,32.23635,30.677547,0.978144819090204,0.9942510380070264,0.9782328561975412,0.9943582489938824,0.4285714285714285,1.0,0.9862467405721635,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science171.txt,6.693775,10.800111,0.2654104120089428,0.3121777615549573,0.2701944219334374,0.2521072790206878,0.0,0.5714285714285714,0.2749724686295063,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science512.txt,9.011055,53.6589,0.8182689236665602,0.9032714331340967,0.8894138367916387,0.9130976599186326,0.1428571428571428,1.0,0.881012963377732,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science418.txt,-3.0114334,50.87038,0.8230140986448875,0.8877583610895652,0.8024374518379079,0.8991438598216426,0.1428571428571428,1.0,0.8530884428485008,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science42.txt,-5.1403027,41.272232,0.9869963954920836,0.8324588219190583,0.9876327503104472,0.8487245697568548,0.2857142857142857,1.0,0.913953134369611,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science448.txt,9.920086,49.68439,0.8815987589542364,0.9142674636127208,0.9113264363315068,0.9260095637879016,0.1428571428571428,1.0,0.9083005556715913,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science255.txt,12.269632,56.125034,0.7810831774421682,0.8941004699548296,0.7856509232049314,0.8991400551444065,0.1428571428571428,1.0,0.839993656436584,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science44.txt,-5.5860243,42.589844,0.981429940229046,0.9068303143678424,0.9767484467405184,0.8877690455557419,0.1428571428571428,1.0,0.9381944367232872,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science168.txt,25.841356,48.63085,0.9763653784733312,0.9644111876625452,0.9847224648923408,0.9565807307146031,0.1428571428571428,1.0,0.9705199404357051,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science604.txt,-9.82565,58.51807,0.8700552082858055,0.942601633435233,0.9027624005406154,0.9423989426509294,0.1428571428571428,1.0,0.9144545462281459,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science176.txt,30.115652,29.91947,0.5431400282885431,0.9595747593192498,0.7114772771505427,0.9522720800785052,0.1428571428571428,0.4285714285714285,0.7916160362092102,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science301.txt,12.430252,51.558926,0.9558333713555688,0.9670119085641284,0.9516726970800858,0.9529563366460364,0.1428571428571428,1.0,0.9568685784114549,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science398.txt,-9.43834,53.36355,0.7826801113291053,0.9149518638499796,0.7196359684820537,0.9263139379667864,0.1428571428571428,1.0,0.8358954704069812,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science636.txt,-0.52756333,54.637432,0.9204726924305332,0.9440160605922344,0.9417580008703932,0.9329100776241956,0.1428571428571428,1.0,0.9347892078793392,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science26.txt,-1.2368612,45.11716,0.9763197517908472,0.967741935483871,0.9711409378295252,0.979685364899277,0.1428571428571428,1.0,0.9737219975008801,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science593.txt,8.712743,51.217117,0.7924898480631473,0.908062234794908,0.664695551190908,0.9219742645778404,0.1428571428571428,1.0,0.821805474656701,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science613.txt,1.531568,45.122574,0.9335675503034174,0.965551854724643,0.908549021949183,0.9654710907453568,0.2857142857142857,1.0,0.9432848794306501,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science614.txt,0.4095158,42.49312,0.9369439248072272,0.9779623123602684,0.9658761425372572,0.9809713458050652,0.2857142857142857,1.0,0.9654384313774546,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science37.txt,7.6355233,46.170345,0.9113017292512662,0.9415978464205867,0.9151548196334224,0.9454087350121324,0.1428571428571428,1.0,0.928365782579352,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science244.txt,27.06496,38.548046,0.9716658301774878,0.9508600629648218,0.9689427123895216,0.9702380586546604,0.2857142857142857,1.0,0.965426666046623,Computer_Science
seven_categories_data/Computer_Science/Computer_Science/Computer_Science383.txt,-4.568013,36.79632,0.7153807546653284,0.3247250992380344,0.7641837635691618,0.504715312099137,0.2857142857142857,1.0,0.5772512323929153,Computer_Science
